alert_id,clinic_id,alert_type,reference_id,severity,trigger_metric,triggered_date,is_resolved
AL1246,CL0044,Low_Stock,DRG036,Critical,Current stock 37 < Buffer 125,2024-06-23,True
AL1247,CL0019,Disease_Spike,DIS035,Medium,Cases increased 316% in 24 hours,2023-02-09,True
AL1248,CL0034,Disease_Spike,DIS003,Critical,Cases increased 267% in 24 hours,2022-10-15,True
AL1249,CL0006,Disease_Spike,DIS016,Medium,Cases increased 364% in 48 hours,2022-06-09,True
AL1250,CL0041,Low_Stock,DRG072,High,Current stock 13 < Buffer 60,2024-12-12,True
AL1251,CL0024,Low_Stock,DRG052,Critical,Current stock 11 < Buffer 146,2024-12-02,True
AL1252,CL0028,Low_Stock,DRG085,High,Current stock 32 < Buffer 112,2022-08-20,True
AL1253,CL0038,Outbreak_Warning,DIS028,Critical,Geospatial cluster detected: 25 cases within 5km radius,2021-06-27,True
AL1254,CL0005,Outbreak_Warning,DIS025,Critical,Geospatial cluster detected: 12 cases within 5km radius,2024-07-05,True
AL1255,CL0042,Disease_Spike,DIS017,Critical,Cases increased 157% in 72 hours,2023-01-02,True
AL1256,CL0012,Disease_Spike,DIS028,High,Cases increased 333% in 72 hours,2024-08-16,True
AL1257,CL0021,Outbreak_Warning,DIS005,High,Geospatial cluster detected: 30 cases within 5km radius,2024-06-11,True
AL1258,CL0034,Low_Stock,DRG083,Medium,Current stock 6 < Buffer 143,2021-06-03,True
AL1259,CL0008,Disease_Spike,DIS043,Medium,Cases increased 413% in 24 hours,2024-01-20,True
AL1260,CL0050,Disease_Spike,DIS024,Medium,Cases increased 246% in 72 hours,2022-01-18,False
AL1261,CL0016,Disease_Spike,DIS020,Medium,Cases increased 219% in 72 hours,2022-08-18,True
AL1262,CL0043,Low_Stock,DRG033,Medium,Current stock 6 < Buffer 94,2025-12-01,True
AL1263,CL0029,Disease_Spike,DIS016,High,Cases increased 268% in 48 hours,2022-12-14,False
AL1264,CL0003,Disease_Spike,DIS024,Critical,Cases increased 375% in 72 hours,2025-12-02,True
AL1265,CL0035,Low_Stock,DRG046,Medium,Current stock 33 < Buffer 137,2022-01-06,False
AL1266,CL0017,Outbreak_Warning,DIS026,High,Geospatial cluster detected: 17 cases within 5km radius,2024-06-19,True
AL1267,CL0025,Low_Stock,DRG078,High,Current stock 47 < Buffer 149,2024-02-17,True
AL1268,CL0048,Low_Stock,DRG047,Medium,Current stock 35 < Buffer 109,2025-08-27,True
AL1269,CL0026,Outbreak_Warning,DIS040,Critical,Geospatial cluster detected: 31 cases within 5km radius,2024-01-25,False
AL1270,CL0013,Disease_Spike,DIS047,Critical,Cases increased 194% in 72 hours,2023-04-09,True
AL1271,CL0019,Disease_Spike,DIS043,Medium,Cases increased 155% in 48 hours,2023-06-06,False
AL1272,CL0039,Disease_Spike,DIS030,Critical,Cases increased 387% in 48 hours,2021-01-14,True
AL1273,CL0007,Low_Stock,DRG055,Medium,Current stock 33 < Buffer 95,2021-12-04,True
AL1274,CL0020,Disease_Spike,DIS026,High,Cases increased 262% in 72 hours,2022-03-23,False
AL1275,CL0027,Disease_Spike,DIS020,High,Cases increased 154% in 48 hours,2022-06-17,True
AL1276,CL0040,Outbreak_Warning,DIS030,Critical,Geospatial cluster detected: 28 cases within 5km radius,2025-12-10,True
AL1277,CL0045,Disease_Spike,DIS038,Medium,Cases increased 178% in 48 hours,2021-06-23,True
AL1278,CL0026,Low_Stock,DRG020,Critical,Current stock 44 < Buffer 150,2025-12-19,True
AL1279,CL0029,Outbreak_Warning,DIS028,High,Geospatial cluster detected: 17 cases within 5km radius,2024-07-08,True
AL1280,CL0010,Outbreak_Warning,DIS020,Medium,Geospatial cluster detected: 49 cases within 5km radius,2021-05-01,False
AL1281,CL0028,Outbreak_Warning,DIS002,Critical,Geospatial cluster detected: 14 cases within 5km radius,2021-08-27,True
AL1282,CL0023,Outbreak_Warning,DIS024,Medium,Geospatial cluster detected: 28 cases within 5km radius,2024-08-15,True
AL1283,CL0015,Disease_Spike,DIS011,Medium,Cases increased 181% in 24 hours,2025-07-18,True
AL1284,CL0005,Low_Stock,DRG088,Critical,Current stock 22 < Buffer 115,2024-07-19,True
AL1285,CL0015,Outbreak_Warning,DIS026,Medium,Geospatial cluster detected: 13 cases within 5km radius,2024-06-04,True
AL1286,CL0006,Disease_Spike,DIS045,Medium,Cases increased 455% in 24 hours,2021-12-19,True
AL1287,CL0043,Low_Stock,DRG044,High,Current stock 32 < Buffer 61,2021-05-28,True
AL1288,CL0029,Low_Stock,DRG037,Medium,Current stock 39 < Buffer 136,2021-08-01,True
AL1289,CL0012,Outbreak_Warning,DIS027,Critical,Geospatial cluster detected: 28 cases within 5km radius,2025-06-17,True
AL1290,CL0001,Low_Stock,DRG002,Medium,Current stock 22 < Buffer 108,2024-06-10,True
AL1291,CL0014,Disease_Spike,DIS046,Medium,Cases increased 220% in 48 hours,2022-08-19,True
AL1292,CL0035,Disease_Spike,DIS028,High,Cases increased 451% in 24 hours,2025-02-25,True
AL1293,CL0030,Outbreak_Warning,DIS037,Medium,Geospatial cluster detected: 18 cases within 5km radius,2022-12-16,True
AL1294,CL0008,Disease_Spike,DIS006,High,Cases increased 426% in 72 hours,2025-01-09,True
AL1295,CL0034,Disease_Spike,DIS045,Medium,Cases increased 476% in 24 hours,2023-07-24,True
AL1296,CL0022,Disease_Spike,DIS002,High,Cases increased 384% in 24 hours,2022-06-28,True
AL1297,CL0034,Disease_Spike,DIS016,Critical,Cases increased 424% in 72 hours,2022-12-16,True
AL1298,CL0023,Low_Stock,DRG010,High,Current stock 5 < Buffer 106,2025-09-19,True
AL1299,CL0049,Outbreak_Warning,DIS003,Medium,Geospatial cluster detected: 38 cases within 5km radius,2024-01-20,True
AL1300,CL0019,Disease_Spike,DIS006,High,Cases increased 329% in 72 hours,2021-05-06,True
AL1301,CL0023,Outbreak_Warning,DIS038,Medium,Geospatial cluster detected: 29 cases within 5km radius,2025-02-14,True
AL1302,CL0044,Outbreak_Warning,DIS018,Critical,Geospatial cluster detected: 30 cases within 5km radius,2024-06-26,True
AL1303,CL0040,Outbreak_Warning,DIS029,Critical,Geospatial cluster detected: 10 cases within 5km radius,2025-12-24,True
AL1304,CL0033,Low_Stock,DRG088,Medium,Current stock 12 < Buffer 140,2022-07-01,True
AL1305,CL0017,Outbreak_Warning,DIS040,Critical,Geospatial cluster detected: 12 cases within 5km radius,2023-06-26,True
AL1306,CL0050,Low_Stock,DRG065,Medium,Current stock 43 < Buffer 121,2021-01-07,True
AL1307,CL0008,Low_Stock,DRG037,High,Current stock 26 < Buffer 113,2023-09-24,True
AL1308,CL0024,Disease_Spike,DIS044,Critical,Cases increased 179% in 48 hours,2024-08-03,True
AL1309,CL0020,Disease_Spike,DIS005,Critical,Cases increased 189% in 48 hours,2023-12-20,True
AL1310,CL0025,Disease_Spike,DIS020,Critical,Cases increased 156% in 48 hours,2023-01-07,True
AL1311,CL0014,Disease_Spike,DIS023,Medium,Cases increased 218% in 72 hours,2021-01-07,True
AL1312,CL0050,Low_Stock,DRG082,Critical,Current stock 30 < Buffer 132,2024-06-13,False
AL1313,CL0031,Disease_Spike,DIS015,High,Cases increased 340% in 72 hours,2024-10-17,False
AL1314,CL0020,Disease_Spike,DIS025,High,Cases increased 192% in 72 hours,2024-06-03,True
AL1315,CL0038,Outbreak_Warning,DIS005,Critical,Geospatial cluster detected: 43 cases within 5km radius,2023-12-21,False
AL1316,CL0049,Low_Stock,DRG099,Medium,Current stock 34 < Buffer 111,2021-02-13,True
AL1317,CL0039,Disease_Spike,DIS031,Medium,Cases increased 345% in 72 hours,2023-06-25,True
AL1318,CL0030,Disease_Spike,DIS005,Critical,Cases increased 249% in 24 hours,2025-01-26,True
AL1319,CL0027,Disease_Spike,DIS048,High,Cases increased 315% in 72 hours,2021-01-19,True
AL1320,CL0007,Low_Stock,DRG071,Critical,Current stock 9 < Buffer 104,2021-06-12,True
AL1321,CL0024,Outbreak_Warning,DIS016,Critical,Geospatial cluster detected: 22 cases within 5km radius,2025-10-28,True
AL1322,CL0034,Disease_Spike,DIS006,High,Cases increased 314% in 24 hours,2021-06-09,True
AL1323,CL0001,Outbreak_Warning,DIS047,Critical,Geospatial cluster detected: 43 cases within 5km radius,2021-03-07,True
AL1324,CL0028,Low_Stock,DRG043,High,Current stock 48 < Buffer 68,2025-06-26,True
AL1325,CL0029,Disease_Spike,DIS023,High,Cases increased 168% in 24 hours,2021-04-17,True
AL1326,CL0045,Disease_Spike,DIS045,Critical,Cases increased 302% in 48 hours,2021-06-20,True
AL1327,CL0036,Outbreak_Warning,DIS034,Critical,Geospatial cluster detected: 12 cases within 5km radius,2022-07-28,True
AL1328,CL0029,Outbreak_Warning,DIS013,Medium,Geospatial cluster detected: 31 cases within 5km radius,2023-01-08,True
AL1329,CL0039,Low_Stock,DRG035,High,Current stock 15 < Buffer 81,2024-01-13,True
AL1330,CL0006,Outbreak_Warning,DIS003,Critical,Geospatial cluster detected: 11 cases within 5km radius,2025-08-19,True
AL1331,CL0026,Low_Stock,DRG039,Critical,Current stock 34 < Buffer 121,2024-08-11,True
AL1332,CL0036,Disease_Spike,DIS040,Medium,Cases increased 220% in 24 hours,2024-01-02,True
AL1333,CL0046,Disease_Spike,DIS003,High,Cases increased 447% in 72 hours,2022-01-13,True
AL1334,CL0028,Disease_Spike,DIS029,Medium,Cases increased 177% in 48 hours,2025-07-25,True
AL1335,CL0032,Outbreak_Warning,DIS002,Medium,Geospatial cluster detected: 17 cases within 5km radius,2022-06-02,True
AL1336,CL0002,Outbreak_Warning,DIS049,High,Geospatial cluster detected: 35 cases within 5km radius,2021-09-23,True
AL1337,CL0041,Disease_Spike,DIS038,High,Cases increased 198% in 48 hours,2024-06-19,True
AL1338,CL0048,Outbreak_Warning,DIS043,Critical,Geospatial cluster detected: 19 cases within 5km radius,2024-02-15,True
AL1339,CL0039,Outbreak_Warning,DIS040,Critical,Geospatial cluster detected: 33 cases within 5km radius,2021-01-24,True
AL1340,CL0044,Disease_Spike,DIS046,Medium,Cases increased 197% in 48 hours,2025-01-08,True
AL1341,CL0038,Outbreak_Warning,DIS030,Critical,Geospatial cluster detected: 21 cases within 5km radius,2022-12-01,True
AL1342,CL0023,Disease_Spike,DIS028,Medium,Cases increased 224% in 72 hours,2023-07-24,True
AL1343,CL0019,Low_Stock,DRG057,Critical,Current stock 47 < Buffer 122,2021-12-18,True
AL1344,CL0048,Low_Stock,DRG077,Critical,Current stock 32 < Buffer 108,2023-01-01,True
AL1345,CL0025,Low_Stock,DRG079,High,Current stock 35 < Buffer 146,2023-06-27,True
AL1346,CL0012,Disease_Spike,DIS015,Critical,Cases increased 161% in 72 hours,2022-07-11,True
AL1347,CL0010,Disease_Spike,DIS008,High,Cases increased 400% in 48 hours,2025-08-12,True
AL1348,CL0043,Disease_Spike,DIS024,Critical,Cases increased 391% in 48 hours,2025-07-01,True
AL1349,CL0042,Low_Stock,DRG076,Critical,Current stock 18 < Buffer 105,2021-07-10,True
AL1350,CL0015,Disease_Spike,DIS015,High,Cases increased 327% in 72 hours,2024-01-28,True
AL1351,CL0041,Outbreak_Warning,DIS038,Critical,Geospatial cluster detected: 37 cases within 5km radius,2023-01-14,True
AL1352,CL0034,Low_Stock,DRG089,Critical,Current stock 13 < Buffer 67,2021-08-28,True
AL1353,CL0046,Low_Stock,DRG034,Medium,Current stock 10 < Buffer 60,2021-02-12,True
AL1354,CL0042,Disease_Spike,DIS030,Critical,Cases increased 266% in 24 hours,2021-02-04,True
AL1355,CL0030,Low_Stock,DRG096,Critical,Current stock 14 < Buffer 70,2025-08-28,True
AL1356,CL0020,Outbreak_Warning,DIS037,High,Geospatial cluster detected: 34 cases within 5km radius,2021-05-01,True
AL1357,CL0003,Low_Stock,DRG010,High,Current stock 27 < Buffer 74,2024-03-12,True
AL1358,CL0020,Disease_Spike,DIS026,High,Cases increased 405% in 48 hours,2022-11-17,True
AL1359,CL0044,Low_Stock,DRG048,Critical,Current stock 30 < Buffer 95,2025-06-25,True
AL1360,CL0006,Outbreak_Warning,DIS012,Medium,Geospatial cluster detected: 50 cases within 5km radius,2024-07-16,True
AL1361,CL0049,Low_Stock,DRG072,High,Current stock 8 < Buffer 141,2025-09-27,True
AL1362,CL0027,Outbreak_Warning,DIS042,High,Geospatial cluster detected: 20 cases within 5km radius,2025-02-08,True
AL1363,CL0033,Outbreak_Warning,DIS023,Critical,Geospatial cluster detected: 26 cases within 5km radius,2023-07-12,True
AL1364,CL0015,Outbreak_Warning,DIS046,High,Geospatial cluster detected: 47 cases within 5km radius,2023-12-24,True
AL1365,CL0011,Disease_Spike,DIS009,High,Cases increased 250% in 24 hours,2023-08-12,True
AL1366,CL0014,Disease_Spike,DIS008,Critical,Cases increased 494% in 72 hours,2023-07-23,True
AL1367,CL0001,Low_Stock,DRG060,High,Current stock 16 < Buffer 139,2021-05-28,True
AL1368,CL0033,Outbreak_Warning,DIS010,Critical,Geospatial cluster detected: 50 cases within 5km radius,2023-08-21,True
AL1369,CL0023,Low_Stock,DRG027,Critical,Current stock 28 < Buffer 145,2024-08-28,True
AL1370,CL0035,Outbreak_Warning,DIS002,High,Geospatial cluster detected: 16 cases within 5km radius,2022-10-22,True
AL1371,CL0021,Low_Stock,DRG009,High,Current stock 29 < Buffer 132,2021-01-19,True
AL1372,CL0028,Outbreak_Warning,DIS048,High,Geospatial cluster detected: 33 cases within 5km radius,2021-02-06,True
AL1373,CL0018,Outbreak_Warning,DIS039,High,Geospatial cluster detected: 27 cases within 5km radius,2022-02-17,True
AL1374,CL0042,Disease_Spike,DIS050,Medium,Cases increased 480% in 72 hours,2025-11-02,True
AL1375,CL0036,Outbreak_Warning,DIS031,High,Geospatial cluster detected: 11 cases within 5km radius,2024-12-21,True
AL1376,CL0009,Disease_Spike,DIS018,High,Cases increased 400% in 48 hours,2022-08-08,True
AL1377,CL0010,Disease_Spike,DIS020,High,Cases increased 389% in 24 hours,2025-01-13,False
AL1378,CL0037,Disease_Spike,DIS004,Medium,Cases increased 196% in 48 hours,2025-07-08,True
AL1379,CL0018,Outbreak_Warning,DIS033,High,Geospatial cluster detected: 45 cases within 5km radius,2025-03-03,True
AL1380,CL0002,Low_Stock,DRG096,Medium,Current stock 45 < Buffer 78,2023-02-27,True
AL1381,CL0035,Low_Stock,DRG060,High,Current stock 28 < Buffer 126,2025-12-08,True
AL1382,CL0043,Outbreak_Warning,DIS034,Critical,Geospatial cluster detected: 46 cases within 5km radius,2023-06-15,True
AL1383,CL0036,Outbreak_Warning,DIS008,Medium,Geospatial cluster detected: 10 cases within 5km radius,2025-08-16,True
AL1384,CL0021,Low_Stock,DRG023,Medium,Current stock 19 < Buffer 84,2021-06-24,True
AL1385,CL0042,Disease_Spike,DIS020,Medium,Cases increased 303% in 24 hours,2021-08-14,True
AL1386,CL0048,Outbreak_Warning,DIS037,High,Geospatial cluster detected: 49 cases within 5km radius,2024-07-10,True
AL1387,CL0040,Disease_Spike,DIS039,Critical,Cases increased 376% in 48 hours,2025-10-11,True
AL1388,CL0029,Disease_Spike,DIS032,Medium,Cases increased 397% in 24 hours,2024-08-09,True
AL1389,CL0002,Outbreak_Warning,DIS039,Critical,Geospatial cluster detected: 40 cases within 5km radius,2022-01-13,True
AL1390,CL0028,Low_Stock,DRG065,Medium,Current stock 36 < Buffer 75,2024-01-24,True
AL1391,CL0008,Outbreak_Warning,DIS012,Medium,Geospatial cluster detected: 25 cases within 5km radius,2022-03-20,True
AL1392,CL0007,Disease_Spike,DIS010,Medium,Cases increased 318% in 72 hours,2021-04-25,True
AL1393,CL0024,Outbreak_Warning,DIS001,Critical,Geospatial cluster detected: 21 cases within 5km radius,2024-07-25,True
AL1394,CL0023,Disease_Spike,DIS007,High,Cases increased 343% in 24 hours,2022-02-22,True
AL1395,CL0035,Low_Stock,DRG006,Critical,Current stock 19 < Buffer 136,2021-06-06,False
AL1396,CL0016,Outbreak_Warning,DIS030,Critical,Geospatial cluster detected: 43 cases within 5km radius,2024-12-02,True
AL1397,CL0020,Disease_Spike,DIS020,Medium,Cases increased 333% in 72 hours,2022-01-23,True
AL1398,CL0021,Low_Stock,DRG084,Critical,Current stock 29 < Buffer 141,2024-05-01,True
AL1399,CL0030,Low_Stock,DRG038,Medium,Current stock 28 < Buffer 100,2021-12-07,True
AL1400,CL0017,Outbreak_Warning,DIS041,High,Geospatial cluster detected: 17 cases within 5km radius,2022-06-01,True
AL1401,CL0041,Disease_Spike,DIS034,High,Cases increased 428% in 24 hours,2023-02-25,True
AL1402,CL0033,Disease_Spike,DIS008,Critical,Cases increased 168% in 24 hours,2025-02-19,True
AL1403,CL0016,Outbreak_Warning,DIS044,Critical,Geospatial cluster detected: 15 cases within 5km radius,2023-04-21,True
AL1404,CL0040,Disease_Spike,DIS018,Medium,Cases increased 349% in 48 hours,2022-12-18,True
AL1405,CL0034,Outbreak_Warning,DIS035,High,Geospatial cluster detected: 36 cases within 5km radius,2025-01-09,True
AL1406,CL0034,Outbreak_Warning,DIS022,High,Geospatial cluster detected: 13 cases within 5km radius,2025-07-10,True
AL1407,CL0008,Outbreak_Warning,DIS017,Critical,Geospatial cluster detected: 31 cases within 5km radius,2022-01-04,True
AL1408,CL0033,Outbreak_Warning,DIS031,Critical,Geospatial cluster detected: 15 cases within 5km radius,2021-07-12,True
AL1409,CL0013,Low_Stock,DRG070,Critical,Current stock 22 < Buffer 99,2022-01-26,True
AL1410,CL0023,Outbreak_Warning,DIS036,Critical,Geospatial cluster detected: 14 cases within 5km radius,2023-07-25,True
AL1411,CL0002,Disease_Spike,DIS015,Critical,Cases increased 244% in 48 hours,2021-08-25,True
AL1412,CL0021,Disease_Spike,DIS002,Medium,Cases increased 420% in 48 hours,2023-02-08,True
AL1413,CL0048,Disease_Spike,DIS030,Critical,Cases increased 475% in 48 hours,2024-09-18,True
AL1414,CL0049,Disease_Spike,DIS020,High,Cases increased 266% in 72 hours,2021-12-08,True
AL1415,CL0028,Disease_Spike,DIS025,Critical,Cases increased 358% in 24 hours,2023-03-06,True
AL1416,CL0005,Low_Stock,DRG089,Medium,Current stock 29 < Buffer 76,2025-07-09,True
AL1417,CL0032,Disease_Spike,DIS001,Critical,Cases increased 154% in 24 hours,2023-09-15,True
AL1418,CL0048,Outbreak_Warning,DIS050,Medium,Geospatial cluster detected: 16 cases within 5km radius,2024-12-21,True
AL1419,CL0015,Outbreak_Warning,DIS008,Critical,Geospatial cluster detected: 36 cases within 5km radius,2022-01-05,True
AL1420,CL0037,Outbreak_Warning,DIS021,Medium,Geospatial cluster detected: 25 cases within 5km radius,2024-12-14,True
AL1421,CL0038,Low_Stock,DRG071,Medium,Current stock 27 < Buffer 147,2021-02-02,True
AL1422,CL0025,Disease_Spike,DIS037,High,Cases increased 303% in 72 hours,2025-12-28,True
AL1423,CL0014,Low_Stock,DRG007,High,Current stock 44 < Buffer 92,2022-06-01,True
AL1424,CL0014,Outbreak_Warning,DIS035,High,Geospatial cluster detected: 10 cases within 5km radius,2025-02-05,True
AL1425,CL0025,Outbreak_Warning,DIS002,Medium,Geospatial cluster detected: 36 cases within 5km radius,2022-07-06,False
AL1426,CL0024,Low_Stock,DRG015,Critical,Current stock 16 < Buffer 143,2022-01-20,True
AL1427,CL0016,Disease_Spike,DIS042,High,Cases increased 461% in 24 hours,2022-07-07,True
AL1428,CL0017,Low_Stock,DRG087,Medium,Current stock 33 < Buffer 122,2022-01-07,False
AL1429,CL0004,Disease_Spike,DIS014,Medium,Cases increased 249% in 48 hours,2021-10-02,True
AL1430,CL0013,Outbreak_Warning,DIS025,High,Geospatial cluster detected: 23 cases within 5km radius,2024-06-07,False
AL1431,CL0015,Outbreak_Warning,DIS009,High,Geospatial cluster detected: 15 cases within 5km radius,2024-08-22,True
AL1432,CL0024,Disease_Spike,DIS034,High,Cases increased 227% in 24 hours,2024-12-18,True
AL1433,CL0023,Outbreak_Warning,DIS032,High,Geospatial cluster detected: 13 cases within 5km radius,2024-12-05,True
AL1434,CL0048,Outbreak_Warning,DIS047,High,Geospatial cluster detected: 49 cases within 5km radius,2023-08-25,True
AL1435,CL0010,Outbreak_Warning,DIS006,Medium,Geospatial cluster detected: 33 cases within 5km radius,2022-07-03,True
AL1436,CL0027,Disease_Spike,DIS050,High,Cases increased 349% in 24 hours,2022-08-25,False
AL1437,CL0009,Outbreak_Warning,DIS045,Medium,Geospatial cluster detected: 27 cases within 5km radius,2022-06-08,True
AL1438,CL0007,Disease_Spike,DIS044,Medium,Cases increased 425% in 48 hours,2025-06-01,True
AL1439,CL0033,Low_Stock,DRG091,Critical,Current stock 21 < Buffer 68,2023-08-08,True
AL1440,CL0016,Low_Stock,DRG053,Critical,Current stock 28 < Buffer 113,2024-01-07,True
AL1441,CL0003,Disease_Spike,DIS027,Medium,Cases increased 205% in 24 hours,2021-07-17,True
AL1442,CL0031,Outbreak_Warning,DIS002,High,Geospatial cluster detected: 44 cases within 5km radius,2024-01-04,True
AL1443,CL0035,Disease_Spike,DIS004,Critical,Cases increased 337% in 48 hours,2025-02-12,True
AL1444,CL0001,Low_Stock,DRG098,Medium,Current stock 15 < Buffer 136,2023-07-06,False
AL1445,CL0039,Disease_Spike,DIS010,High,Cases increased 213% in 48 hours,2023-12-21,True
AL1446,CL0029,Outbreak_Warning,DIS003,High,Geospatial cluster detected: 31 cases within 5km radius,2023-07-14,True
